name,industry,employeeCount
Staffingine LLC,Staffing & Recruiting,77
Staffmark,Staffing & Recruiting,6035
Stage 4 Solutions,Management Consulting,75
Stamford Public Schools,Primary/Secondary Education,959
Stand Together,Non-profit Organization Management,600
Standard Textile,Textiles,1402
Stanford Health Care,Hospital & Health Care,12911
Stanford University,Higher Education,25669
"Stanley Black & Decker, Inc.",Consumer Goods,23925
"STaR - Systems Technology & Research, Inc.",Defense & Space,16
Star Technology Solutions Inc (StarTechs Inc),Information Technology & Services,22
Star View Adolescent Center,Mental Health Care,49
Starbucks,Retail,125476
STARPLAST,Plastics,203
Stars Behavioral Health Group,Mental Health Care,727
StartupTAP,Staffing & Recruiting,13
State of Delaware,Government Administration,8660
State of North Dakota,Government Administration,1513
State of South Dakota,Government Administration,2754
State Street,Financial Services,34756
State Street Global Advisors,Financial Services,2276
Station 11 Consulting,Marketing & Advertising,3
StationMD,Hospital & Health Care,63
Staybridge Suites,Hospitality,416
STCG Inc.,Human Resources,27
Steelhead Productions,Marketing & Advertising,50
Stella,"Health, Wellness & Fitness",83
Stellar,Construction,896
"Stellar Consulting Solutions, LLC",Information Technology & Services,71
Stellar IT Solutions,Information Technology & Services,50
"Stellar IT Solutions, Inc.",Information Technology & Services,53
Stellar Pizza,Restaurants,53
STEM Talent Solutions,Staffing & Recruiting,6
Stemilt Growers,Food Production,417
STERIS,Medical Device,8438
Sterling Engineering,Staffing & Recruiting,432
Sterling House Community Center Inc.,Non-profit Organization Management,10
Sterrofox,Staffing & Recruiting,107
Steve Madden,Retail,2566
StevenDouglas,Staffing & Recruiting,297
Steyer Content,Writing & Editing,58
SThree,Staffing & Recruiting,6966
STIIIZY,Consumer Goods,458
Stock Day Media,Media Production,19
Stone Alliance Group,Staffing & Recruiting,13
Stone Island,Apparel & Fashion,388
Stonebrooke Engineering,Civil Engineering,50
Stoneridge Software,Management Consulting,319
Storefront Academy Charter Schools,Primary/Secondary Education,55
Storm2,Staffing & Recruiting,173
Storm3,Staffing & Recruiting,59
Storm4,Staffing & Recruiting,96
Strata Clean Energy,Renewables & Environment,522
Strategic Employment Partners (SEP),Staffing & Recruiting,85
Strategic HR Business Advisors,Human Resources,41
Strategic Retail Partners,Retail,299
Strategic Staffing Solutions,Information Technology & Services,981
Stream Realty Partners,Real Estate,1137
Streamline,Information Technology & Services,55
Stretto,Management Consulting,366
STRIVR,Computer Software,147
StructureCare®,Facilities Services,42
Strukmyer Medical,Medical Device,41
Studdy,Computer Software,8
Student World Impact Film Festival (SWIFF),Entertainment,179
Studio 5678,Performing Arts,63
Studio A Architecture,Architecture & Planning,35
STUDIO PRODA,Marketing & Advertising,5
StudioFit Chicago,"Health, Wellness & Fitness",4
Stuzo,Computer Software,135
StyleAI,Computer Software,10
Suave Brands Company,Retail,15
Subaru Orange Coast,Automotive,8
Subject,E-learning,103
Suburban Community Hospital,Hospital & Health Care,143
Sud Recruiting,Staffing & Recruiting,2
Suja Life,Food & Beverages,250
Sumeru Inc,Information Technology & Services,307
Sumitomo Mitsui Banking Corporation,Financial Services,9145
Summit Fire & Security,Facilities Services,957
Summit Fire Protection,Facilities Services,233
"Summit Funding, Inc.",Financial Services,978
Summit Materials,Building Materials,313
Summit Real Estate Services,Commercial Real Estate,10
Sun Day Carwash,Retail,15
Sun Life,Financial Services,34339
SUN PHARMA,Pharmaceuticals,29494
"Sun Print Solutions, a Sun Litho Company",Printing,59
Sun Technologies,Information Technology & Services,716
"Sun West Mortgage Company, Inc.",Financial Services,645
Suna Solutions,Staffing & Recruiting,75
Sundance Clinical Research,Research,21
Sunday Hospitality,Hospitality,34
Sunglass Hut,Apparel & Fashion,7636
"Sunipro, LLC",Management Consulting,7
Sunnyland Farms,Retail,40
"Sunray Enterprise, Inc.",Information Technology & Services,41
"Sunrise Systems, Inc.",Information Technology & Services,529
Sunrun,Renewables & Environment,8853
Sunset Tower Hotel,Hospitality,75
Sunstar Clinical - Virtual Behavioral Solutions,Mental Health Care,7
Sunwest Bank,Banking,313
Superbeo,Information Technology & Services,192
"Superior Court of California, County of Alameda",Judiciary,306
Superior Ink Printing,Apparel & Fashion,15
"Supplier Management Solutions (SMS), a TRIGO Company",Aviation & Aerospace,120
SurplusGLOBAL,Semiconductors,81
Sushi Confidential,Food & Beverages,19
"Sustainable Technologies Solutions, LLC",Environmental Services,4
SVAM International Inc.,Information Technology & Services,394
Swagelok Southern California,Industrial Automation,32
Swap Health,Hospital & Health Care,10
SWAROVSKI,Luxury Goods & Jewelry,9611
SWCA Environmental Consultants,Environmental Services,1349
SWCORP,Wholesale,64
Swedish Hospital,Hospital & Health Care,1775
Swedish Medical Center,Hospital & Health Care,1690
Swift Strategic Solutions Inc,Staffing & Recruiting,145
Swift Transportation,Transportation/Trucking/Railroad,8877
swipejobs,Staffing & Recruiting,399
Swiss Re,Insurance,14294
Swoon,Staffing & Recruiting,271
SWYE360 Learning,Information Technology & Services,10
Symfoni.io,Construction,11
Synapsis Inc.,Information Technology & Services,146
"Synchrony Systems, Inc",Staffing & Recruiting,24
Synclovis Systems Pvt. Ltd. - Top Mobile & Web App Development Company,Information Technology & Services,51
SYNCREON,Transportation/Trucking/Railroad,4739
Syndio,Computer Software,170
Synechron,Financial Services,12256
Synectics Inc.,Staffing & Recruiting,126
Synerfac Technical Staffing,Staffing & Recruiting,271
Synergis,Staffing & Recruiting,289
Synergy HomeCare of Roseville,Hospital & Health Care,1
Synergy Interactive,Staffing & Recruiting,112
Synovus,Financial Services,4658
Sysco,Food & Beverages,26634
SysMind,Information Technology & Services,292
SysMind Tech Private Limited,Staffing & Recruiting,30
"Systemart, LLC",Staffing & Recruiting,49
"Systems Planning and Analysis, Inc.",Defense & Space,1567
SystImmune,Biotechnology,40
T3 Services Group,Consumer Services,8
T-Mobile,Telecommunications,85434
T-Stone Technologies,Information Technology & Services,10
T. Rowe Price,Financial Services,8470
TA3,Apparel & Fashion,25
Tableau,Computer Software,3778
Tachyon Technologies,Information Technology & Services,257
Taco Bell,Restaurants,57178
TAG MedStaffing,Staffing & Recruiting,0
Tahoe Forest Health System,Hospital & Health Care,598
TAI Engineers LLC,Logistics & Supply Chain,45
TailorCare,Government Administration,36
Take 5 Car Wash,Retail,320
Takeda,Pharmaceuticals,36315
TAL Holdings,Retail,47
Talbots,Retail,4331
Talent Acquisitions Group Inc - Executive Search Firm,Staffing & Recruiting,4
Talent Elite Group,Staffing & Recruiting,18
Talent Group,Staffing & Recruiting,214
Talent House,Human Resources,1
Talent Table,Staffing & Recruiting,17
"Talent Tap Recruiting, LLC",Staffing & Recruiting,1
TalentAmp,Staffing & Recruiting,6
"TalentBurst, an Inc 5000 company",Staffing & Recruiting,633
Talentfoot Executive Search and Staffing,Staffing & Recruiting,31
TalentOla,Staffing & Recruiting,152
TalentPlug LLC,Staffing & Recruiting,8
TalentRemedy,Staffing & Recruiting,30
TalentZök,Staffing & Recruiting,51
Talkdesk,Computer Software,1476
Tampa Electric,Utilities,1066
Tampa Maid,Food Production,85
Tandigm Health,Hospital & Health Care,215
Tandym Group,Staffing & Recruiting,848
TANGO2 Research Foundation,Research,2
"Tanisha Systems, Inc",Information Technology & Services,657
Tantillo Architecture LLC,Architecture & Planning,10
Tapestry Folkdance Center,Research,7
Taras Technology LLC,Information Technology & Services,12
Target,Retail,209004
Target Eagle,Computer Software,0
Tarrant County,Government Administration,2840
"Tarsco, a TF Warren Company",Construction,116
Tarvos Talent,Staffing & Recruiting,28
tastylive,Financial Services,90
Tata Consultancy Services,Information Technology & Services,567835
Tata Technologies,Information Technology & Services,12471
Tatum by Randstad,Management Consulting,506
"Taurean Consulting Group, Inc",Staffing & Recruiting,13
Tavistock Development Company,Real Estate,122
Tavistock Restaurant Collection,Restaurants,308
Taxceed,Accounting,2
TaxRise,Financial Services,123
Taylor Corporation,Printing,6512
Taylor Johnson Public Relations,Public Relations & Communications,17
Taylor Morrison,Real Estate,3013
TBD,Financial Services,125
TBG | The Bachrach Group,Staffing & Recruiting,287
TBG | The Bachrach Group Las Vegas,Staffing & Recruiting,4
TBM Consulting Group,Management Consulting,186
TC Energy,Oil & Energy,7979
TCWGlobal (formerly TargetCW),Staffing & Recruiting,444
TE Connectivity,Electrical & Electronic Manufacturing,34683
Teachers Aide,Education Management,36
Teachers Federal Credit Union,Banking,640
Teachstone,Education Management,320
"Team Builders Recruiting and Consulting, LLC",Human Resources,4
Team GO,Marketing & Advertising,80
Team Penske,Sports,275
Team Red Dog,Staffing & Recruiting,25
"TEAM, Inc.",Mechanical Or Industrial Engineering,3937
Teamanics,Staffing & Recruiting,10
Teatro ZinZanni,Entertainment,97
TEC Equipment,Transportation/Trucking/Railroad,669
"TEC Group, Inc.",Staffing & Recruiting,130
Tech At Rest,Staffing & Recruiting,3
Tech Consulting,Information Technology & Services,8
Tech Domain,Information Technology & Services,134
Tech Hub  PS,Information Technology & Services,7
Tech Mahindra,Information Technology & Services,156740
Tech One IT,Information Technology & Services,97
"Tech Providers, Inc",Staffing & Recruiting,97
Tech USA,Staffing & Recruiting,662
Tech-Nique Partners,Staffing & Recruiting,11
Techam Solutions,Management Consulting,5
TechClub Inc,Information Technology & Services,21
TechDigital,Staffing & Recruiting,195
TechHuman,Information Technology & Services,14
TechIntelli Solutions,Information Technology & Services,182
TechNix LLC,Staffing & Recruiting,14
"Technocrafts, Inc",Staffing & Recruiting,107
Technology at Arizona State University,Higher Education,181
Technology Navigators,Staffing & Recruiting,66
Technology Partners,Information Technology & Services,297
"TechnoSphere, Inc.",Information Technology & Services,68
TechOne,Information Technology & Services,79
Techswitch LLC,Electrical & Electronic Manufacturing,2
TechTriad,Information Technology & Services,34
Techwaukee,Information Technology & Services,36
Teck Resources Limited,Mining & Metals,7634
TEEMA,Staffing & Recruiting,543
Teen Action & Support Center (TASC),Individual & Family Services,18
TeeTurtle,Apparel & Fashion,91
TEK Inspirations LLC,Information Technology & Services,325
TEK Staffing Solutions Inc.,Staffing & Recruiting,2
"Tekcube, LLC",Information Technology & Services,7
TEKGENCE INC,Information Technology & Services,305
TekisHub Consulting Services,Information Technology & Services,458
TekJobs,Computer Software,18
TekNavigators Staffing,Staffing & Recruiting,26
TekniPlex,Packaging & Containers,1517
Tekshapers,Computer Software,443
Teksky LLC,Information Technology & Services,72
TekStream Solutions,Information Technology & Services,164
TEKsystems,Information Technology & Services,25435
TektreeInc,Information Technology & Services,104
TekValue IT Solutions,Information Technology & Services,37
TekWissen ®,Staffing & Recruiting,772
Teladoc Health,Hospital & Health Care,5277
Teledyne LeCroy,Electrical & Electronic Manufacturing,529
Teledyne Marine,Electrical & Electronic Manufacturing,332
Teledyne Microwave Solutions (TMS),Telecommunications,197
Teleflex,Medical Device,7917
Telit Cinterion,Telecommunications,937
TELUS,Telecommunications,30802
TELUS International,Information Technology & Services,30217
Ten Lifestyle Group,"Leisure, Travel & Tourism",1023
Ten-8 Fire & Safety,Public Safety,68
Tenable,Computer & Network Security,2166
Tencent,Computer Software,108378
Tenderling Design,Design,14
Tenderloin Housing Clinic,Non-profit Organization Management,199
Tennessee Valley Authority,Utilities,10036
Tential Solutions,Information Technology & Services,353
Teradyne,Industrial Automation,4840
Terminix,Consumer Services,5318
TERPHANE,Chemicals,348
Terra Firma National,Non-profit Organization Management,7
Terra Health Essentials,"Health, Wellness & Fitness",4
Terran Orbital Corporation,Defense & Space,402
Tesla,Automotive,61796
TestingXperts,Information Technology & Services,953
"TETRA Technologies, Inc.",Oil & Energy,1241
Texas A&M University,Higher Education,24389
"Texas GovLink, Inc.",Information Technology & Services,6
Texas Humane Legislation Network,Political Organization,13
Texas Tech University,Higher Education,9985
Texas Tech University Health Sciences Center,Higher Education,4579
Texas Workforce Commission,Government Administration,3157
Textron,Aviation & Aerospace,24292
TFA,Marketing & Advertising,6
"Thales Defense & Security, Inc.",Defense & Space,1462
"The Administration, a division of Mathys+Potestio",Staffing & Recruiting,6
The Advocates,Law Practice,117
The Aerospace Corporation,Defense & Space,4630
The Alexander,Hospitality,59
The Argonaut US,Marketing & Advertising,49
"The ART, a hotel Denver",Hospitality,45
"The Aubrey Group, LLC",Writing & Editing,10
The AZEK Company,Building Materials,1233
The Baltimore Life Insurance Company,Insurance,280
The Bar Association of San Francisco,Law Practice,159
The Baroud Agency,Insurance,10
The Beachbody Company,"Health, Wellness & Fitness",6158
The Beneva Group,Staffing & Recruiting,10
The Bergaila Companies,Oil & Energy,140
The Better Being Co.,Consumer Goods,567
The Boelter Companies,Food & Beverages,376
The Bolton Group,Staffing & Recruiting,114
The Boston Beer Company,Food & Beverages,1997
The Brand Guild,Public Relations & Communications,71
The Brewer-Garrett Company,Construction,141
"The Brixton Group, Inc.",Information Technology & Services,59
The Brothers that just do Gutters,Construction,192
The Cake,Staffing & Recruiting,47
The CARIAN Group,Management Consulting,57
The Carolan Group,Staffing & Recruiting,15
The Carroll Companies,Real Estate,89
The Carvonis Group,Marketing & Advertising,23
The Chef Agency,Staffing & Recruiting,351
The Chemours Company,Chemicals,4206
The Cigna Group,Hospital & Health Care,1257
The Closers team,Real Estate,7
The COATS Company,Automotive,197
The Connors Group,Staffing & Recruiting,30
The Container Store,Retail,3039
The Crox Group,Staffing & Recruiting,94
The Davis Companies,Staffing & Recruiting,187
The Depository Trust & Clearing Corporation (DTCC),Financial Services,5797
The Doyle Group,Information Technology & Services,52
The Easterday Group,Accounting,1
The Emlin Group,Staffing & Recruiting,4
The Equity Leadership Group,Professional Training & Coaching,16
The Evolvers Group,Information Technology & Services,42
The Ford Agency,Staffing & Recruiting,35
The Foundry Center for the Arts,Non-profit Organization Management,2
The Fountain Group,Staffing & Recruiting,356
"The Fullinwider Firm, LLC",Accounting,9
The General®,Insurance,1200
The Global Edge Consultants,Staffing & Recruiting,185
The Good Food Institute,Food & Beverages,312
"The Goodkind Group, LLC",Staffing & Recruiting,88
The Guitar Center Company,Retail,13366
The Hartford,Financial Services,19604
The Health Trust,Non-profit Organization Management,145
The HealthCare Initiative,Hospital & Health Care,25
The Hester Group - Harry Norman,Real Estate,50
The HT Group,Staffing & Recruiting,211
The Hughes Agency,Staffing & Recruiting,38
The Hunter Group Associates,Hospitality,13
The Intersect Group,Staffing & Recruiting,374
The IT Gigs,Information Technology & Services,22
The Job Network,Staffing & Recruiting,73
The Johns Hopkins University,Higher Education,15398
The Jonus Group,Insurance,152
The JPI Group,Staffing & Recruiting,88
The Judge Group,Staffing & Recruiting,2309
The Keller Group,Staffing & Recruiting,17
The Kolter Group,Real Estate,426
The Lacek Group,Marketing & Advertising,332
The Learning Experience,Education Management,2917
the LEGO Group,Consumer Goods,17597
The Lubrizol Corporation,Chemicals,6113
The McLean Wealth Management Group,Financial Services,4
The Middleby Corporation,Machinery,500
The Mom Project,Internet,897
The Momentous Group,Hospitality,7
The Mosaic Company,Mining & Metals,4199
The Mount Sinai Hospital,Hospital & Health Care,8247
The Multifamily Mindset,Commercial Real Estate,79
The Murphius Group,Insurance,1
The National Center For American Indian Enterprise Development,Non-profit Organization Management,29
The Nature Conservancy,Non-profit Organization Management,5919
The New Jewish Home,Hospital & Health Care,735
The Newbury Boston,Hospitality,75
The Next Step Behavioral Health,Mental Health Care,25
"The North Face, a VF Company",Apparel & Fashion,4162
The NRP Group LLC,Real Estate,769
The Oceanaire Seafood Room,Restaurants,246
The ODA Group,Staffing & Recruiting,5
The Peddie School,Primary/Secondary Education,271
The People Placers,Staffing & Recruiting,9
The Phoenix Group,Staffing & Recruiting,189
The PHOENIX Health Search Group,Staffing & Recruiting,1
The Photonics Group,Staffing & Recruiting,17
The Planet Group,Staffing & Recruiting,1201
The Post Oak Hotel at Uptown Houston,Hospitality,214
The Premier Resources Group (PRG),Staffing & Recruiting,32
The Procopio Companies,Construction,40
The QTI Group,Human Resources,137
The Quest Organization,Staffing & Recruiting,8
The Rants Group,Real Estate,14
The Reserves Network,Staffing & Recruiting,532
The Rosen Group,Human Resources,36
The Sage Group (Bay Area),Staffing & Recruiting,217
The Saint Paul Hotel,Hospitality,85
The Sales Scout,Staffing & Recruiting,1
The Salvation Army Indiana Division,Non-profit Organization Management,32
The Satanoff Agency,Insurance,18
The Save Mart Companies,Retail,1780
The School District of Philadelphia,Education Management,13982
The Scion Group,Real Estate,822
The Scotts Miracle-Gro Company,Consumer Goods,3710
The Select Group,Information Technology & Services,713
The Sheridan Press,Newspapers,17
The Shyft Group,Automotive,1030
"The Solar Team, LLC",Renewables & Environment,7
The Source and Recruit Company,Staffing & Recruiting,9
The Specialty Company,Marketing & Advertising,22
The START Center for Cancer Care,Hospital & Health Care,258
The Steele Group Sotheby's International Realty,Real Estate,41
The Steely Group,Staffing & Recruiting,24
The Sterling Choice,Staffing & Recruiting,23
The Tile Shop,Retail,1502
The Titus School,Primary/Secondary Education,43
"The TJX Companies, Inc.",Retail,40876
The Turner Group,Insurance,0
The Unbound Collection by Hyatt,Hospitality,33
The University of Kansas,Higher Education,8873
The University of Kansas Health System,Hospital & Health Care,6118
The University of Texas at Arlington,Higher Education,7882
The Vertex Companies LLC,Civil Engineering,715
The Vitamin Shoppe,Retail,3249
The Vollrath Company,Food & Beverages,551
The Walsh Group - Walsh Construction & Archer Western,Construction,3685
"The Watkins Law Firm, PLLC",Law Practice,5
The Woodmark Hotel & Still Spa,Hospitality,62
TheKey,Hospital & Health Care,898
Thentic Group,Furniture,13
Theoria Medical,Hospital & Health Care,330
Theracare Pediatric Services,Hospital & Health Care,47
Therapeutics Inc.,Pharmaceuticals,91
Therma,Facilities Services,496
"ThermaClime Technologies, Inc.",Machinery,27
ThinkCERCA,E-learning,81
Thinklusive Inc,Information Technology & Services,21
Third Pie Studios,Computer Games,10
Third Way Center,Mental Health Care,123
Thom Filicia Inc.,Design,31
Thomas R. Kline School of Law of Duquesne University,Higher Education,173
Thomas Thor,Staffing & Recruiting,139
"Thomasson Marketing Group, Inc.",Security & Investigations,18
Thompson Thrift,Real Estate,504
Thomson Reuters,Computer Software,31271
Thor Companies,Staffing & Recruiting,108
Thorne,"Health, Wellness & Fitness",244
ThothIT,Information Technology & Services,18
ThoughtSpot,Computer Software,1446
Thoughtwave Software and Solutions,Information Technology & Services,227
ThreatLocker,Computer & Network Security,281
Three Real Estate,Real Estate,31
Thrive Financial Recruiting,Staffing & Recruiting,1
Thrive Pet Healthcare,Non-profit Organization Management,1714
Thrivent,Financial Services,7842
Tia,Hospital & Health Care,332
TIAA,Financial Services,13530
TIAA Bank,Financial Services,1328
TIC - The Industrial Company,Construction,2170
Tiello,Staffing & Recruiting,23
Tier 11,Marketing & Advertising,54
Tietoevry,Information Technology & Services,15032
TikTok,Entertainment,50264
Tillys,Retail,3348
Timberland Partners,Real Estate,303
Times Shamrock,Media Production,159
Timus Networks,Computer & Network Security,48
TinyEYE Therapy Services,Education Management,189
TipTop,Computer Software,15
"TIS Construction Services, Inc.",Construction,25
Titan Electric Southeast,Construction,8
Titus Talent Strategies,Human Resources,173
TK MACHINING INC.,Facilities Services,3
TLA-LLC,Management Consulting,5
TM Floyd & Company (TMF),Information Technology & Services,154
TMC Transportation,Transportation/Trucking/Railroad,1754
TMC USA SE,Management Consulting,0
"TMS, Inc",Mechanical Or Industrial Engineering,26
TMX Finance Family of Companies,Financial Services,1461
To The Point Acupuncture,Alternative Medicine,18
TOA Global,Outsourcing/Offshoring,2948
Todd Miner Law,Law Practice,15
Toll Brothers,Real Estate,4802
Tolmar,Pharmaceuticals,835
Tommy Bahama,Apparel & Fashion,2453
Tompkins Community Bank,Banking,582
Top Aces,Aviation & Aerospace,407
Top Marks Accounting,Accounting,5
Top Stack,Staffing & Recruiting,47
Topgolf,Entertainment,9251
topGrads,E-learning,7
Toppan Merrill,Financial Services,1577
TOPS Education,Education Management,16
TOPSYS IT,Information Technology & Services,58
Torch Dental,Computer Software,114
Torrid,Retail,3879
Toshiba Global Commerce Solutions,Computer Software,2273
Total Quality Logistics,Transportation/Trucking/Railroad,13914
Total Wine & More,Retail,4413
"TotalMed, Inc.",Hospital & Health Care,1328
TouchPoint Support Services,Hospital & Health Care,1324
Tower Health,Hospital & Health Care,2369
Town of Mount Pleasant,Government Administration,300
Toyota North America,Automotive,17383
TQI Solutions,Information Technology & Services,131
Trackline,Maritime,15
Tractor Zoom,Internet,34
"Trademasters Service, Inc.",Construction,50
Tradesmen International,Staffing & Recruiting,4968
TrainingPros,Professional Training & Coaching,60
Trammell Crow Residential,Real Estate,365
Tran Singh LLP,Law Practice,9
Trane Technologies,Mechanical Or Industrial Engineering,9799
Transamerica,Financial Services,14818
Transcend Solutions,Staffing & Recruiting,12
Transfr,Computer Software,237
Tranzeal Incorporated,Information Technology & Services,63
Travis County,Government Administration,3482
Travis W. Watkins Tax Resolution & Accounting Firm,Legal Services,48
TravisMathew,Apparel & Fashion,632
"Traylor Bros., Inc.",Construction,375
"TRC Companies, Inc.",Environmental Services,5841
"TRC Staffing Services, Inc.",Staffing & Recruiting,811
Treasure,Computer Software,33
Treasury Wine Estates,Wine & Spirits,2437
Trek Bicycle,Sporting Goods,3555
Tremco Commercial Sealants & Waterproofing,Building Materials,331
"Trendsetter Engineering, Inc.",Oil & Energy,214
Trex Company,Building Materials,879
Trexservices,Construction,24
Tri-County Suburban REALTORS,Real Estate,34
Triad Growth Partners + AxNano,Research,9
Triangle Smart Divorce,Law Practice,18
Triangle Treasure Hunt,Entertainment,2
TribolaTech Inc,Information Technology & Services,31
Trident Bookkeeping Solutions,Accounting,1
Trident Consulting,Information Technology & Services,175
Trident Medical Center,Hospital & Health Care,698
"Trident Talent Group, LLC.",Staffing & Recruiting,3
Trillium Construction Services,Staffing & Recruiting,472
Trilogy Residential Management,Real Estate,49
TriMark USA,Wholesale,2112
TriMas Packaging,Packaging & Containers,34
Trimont,Financial Services,469
Trina Solar,Renewables & Environment,2926
Trinity Cyber,Computer & Network Security,48
Trinity Health,Hospital & Health Care,10167
Trinity Health MI,Hospital & Health Care,437
Trinity Health Mid-Atlantic,Hospital & Health Care,2031
Trinity Health Of New England,Hospital & Health Care,1655
Trinity Health PACE,Hospital & Health Care,93
Trinity Pacific Consultants,Management Consulting,1
Trinity Staffing Group Inc,Staffing & Recruiting,10
Trinity Technology Solutions LLC,Staffing & Recruiting,26
TriOptus,Staffing & Recruiting,98
Triple M Metal LP,Mining & Metals,298
TriSource,Staffing & Recruiting,83
TriStar Hendersonville Medical Center,Hospital & Health Care,118
TriStar Reserve,Management Consulting,3
TristarHR Solutions,Human Resources,0
TriState Capital Bank,Banking,418
Tritium®,Electrical & Electronic Manufacturing,470
Triton College,Higher Education,1112
Tropical Smoothie Cafe,Restaurants,5079
Troy Consulting LLC,Management Consulting,40
"TruckPro, LLC",Transportation/Trucking/Railroad,611
TruConnect,Telecommunications,324
True North Social,Marketing & Advertising,18
True Sky Federal Credit Union,Banking,90
TRUGlobal,Information Technology & Services,336
Truist,Financial Services,22904
Truity Partners,Staffing & Recruiting,107
Trylak Technologies,Staffing & Recruiting,3
"TS Tech Americas, Inc.",Automotive,902
"TSquared Talent Solutions, LLC",Staffing & Recruiting,1
"TSR Consulting Services, Inc.",Staffing & Recruiting,135
ttg Talent Solutions,Staffing & Recruiting,33
TTI Floor Care North America,Consumer Goods,695
"TTL, Inc.",Civil Engineering,377
TTS Technologies,Staffing & Recruiting,23
Tucson Electric Power,Utilities,1266
"TUEREN, Inc.",Management Consulting,3
Tulsa Community College,Higher Education,2102
Turn2Partners,Staffing & Recruiting,165
Turnberry Solutions,Management Consulting,670
Turner Construction Company,Construction,15145
"Turnkey Processing Solutions, LLC",Construction,59
TW Metals LLC,Mining & Metals,539
Twilio,Computer Software,6694
Two Chairs,Mental Health Care,370
Tyler Technologies,Computer Software,6500
Tyson Foods,Food Production,32783
U.S. Cotton Trust Protocol,Farming,5
U.S. Department of Veterans Affairs,Government Administration,164799
U.S. Navy Fleet and Family Readiness (FFR),Military,311
U.S. Renal Care,Hospital & Health Care,1168
U.S. Silica Company,Mining & Metals,848
U&I Entertainment,Retail,21
UBC,Pharmaceuticals,1929
Ubisoft,Computer Games,22893
UC San Diego Health,Hospital & Health Care,27324
UC Santa Barbara,Higher Education,8578
"UCanTrade, Inc.",Transportation/Trucking/Railroad,16
UCC Environmental,Mechanical Or Industrial Engineering,354
UCI Health,Hospital & Health Care,3837
UCLA,Higher Education,27219
UCLA Health,Hospital & Health Care,14223
UF Health,Hospital & Health Care,5017
UGG,Apparel & Fashion,487
Uglobal,Online Media,49
UICGS / Bowhead Family of Companies,Information Technology & Services,1501
UK HealthCare,Hospital & Health Care,3376
UKG,Computer Software,13663
UL Research Institutes,Research,175
UL Solutions,International Trade & Development,13281
Ulman Public Policy,Government Relations,8
Ulta Beauty,Retail,27570
Ulteig,Civil Engineering,928
Ultimate European Repair,Automotive,2
Ultimate Staffing,Staffing & Recruiting,1200
UMass Boston,Higher Education,3591
UMB Bank,Financial Services,3630
Umicore,Chemicals,5804
UMortgage,Financial Services,404
Umpqua Bank,Banking,4322
UNC Health,Hospital & Health Care,17057
Under Armour,Apparel & Fashion,11080
Undisclosed,Computer Software,456
UNFI,Food & Beverages,15592
UNICEF,Non-profit Organization Management,39294
Unicity International,"Health, Wellness & Fitness",1686
Unicon Pharma Inc,Staffing & Recruiting,80
UniEra Consulting,Higher Education,8
"Unified Office, Inc.",Information Technology & Services,29
Unilever,Consumer Goods,123391
Uniper,Oil & Energy,3676
UNIS Fulfillment and Transportation,Transportation/Trucking/Railroad,436
Unison Health,Mental Health Care,208
Unisys,Information Technology & Services,24047
"United Agencies, Inc. - Burbank, CA / Mission Hills, CA",Insurance,18
United Bank,Financial Services,1617
"United Business Solutions, Inc.",Information Technology & Services,55
United Community & Family Services,Hospital & Health Care,233
"United Contractor Services, LLC",Construction,48
United for Health,Staffing & Recruiting,1
United IT,Information Technology & Services,69
United Network for Organ Sharing (UNOS),Hospital & Health Care,610
United Staffing Solutions (USS),Staffing & Recruiting,202
United States Marine Corps,Military,90117
United Therapy Solutions,Hospital & Health Care,45
United to Beat Malaria,Non-profit Organization Management,12
United Way of Weld County,Non-profit Organization Management,57
United Wheels Inc.,Consumer Goods,278
United Wholesale Mortgage,Financial Services,5469
United Yacht Sales - Pacific Northwest,Logistics & Supply Chain,2
Unitek Learning,Education Management,484
UnityPoint Health,Hospital & Health Care,8664
Universal Creative,Entertainment,1013
Universal Orlando Resort,Entertainment,9714
"Universal Screen Arts, Inc.",Retail,156
Universal Studios Hollywood,Entertainment,7138
"University Gastroenterology, LLC",Hospital & Health Care,64
University of Alaska Southeast,Higher Education,443
"University of California, Davis",Higher Education,18705
"University of California, San Francisco",Higher Education,19496
University of Central Florida,Higher Education,13534
University of Chicago,Higher Education,15646
University of Colorado Medicine,Hospital & Health Care,455
University of Illinois Chicago,Higher Education,15768
University of Illinois System,Higher Education,2282
University of Illinois Urbana-Champaign,Higher Education,20417
University of Kentucky,Higher Education,20339
University of Miami,Higher Education,12961
University of Michigan,Higher Education,33846
University of Missouri-Columbia,Higher Education,12882
University of North Carolina School of the Arts,Higher Education,591
University of North Carolina System,Higher Education,3041
University of Pennsylvania,Higher Education,20198
University of South Florida,Higher Education,16084
University of Southern California,Higher Education,22279
University of the Incarnate Word,Higher Education,2376
University of Utah Health,Hospital & Health Care,8252
University of Virginia,Higher Education,14140
University of Washington,Higher Education,28478
University of Wisconsin-Madison,Higher Education,26373
University of Wisconsin-Milwaukee,Higher Education,6322
University of Wyoming Center for Business and Economic Analysis,Research,1
University Recruiters,Staffing & Recruiting,11
Univision,Broadcast Media,5516
UNM Hospital,Hospital & Health Care,964
Unum,Insurance,10693
UofL Health,Hospital & Health Care,3607
UP Talent Group,Staffing & Recruiting,8
Upful Blends,"Health, Wellness & Fitness",4
"Upgrade, Inc.",Financial Services,1032
